Student ID,Name,Date of Birth,Entry Date,Expected Graduation,Major,Minor,GPA,Total Credits,Academic Standing,Gender,Ethnicity,First Generation College,High School GPA,SAT Score,ACT Score,Current Courses,Academic Plan,Study Abroad Experience,Internship Experience,Research Experience,Extracurricular Activities,Attendance Rate,Assignment Completion Rate,Preferred Learning Style,Career Goals,Tutoring Sessions,Academic Coaching Sessions,Average Study Hours/Week,Work Hours/Week
S151103,Lilyana Rivera,2003-09-03,2020-08-01,2024-05-15,BIO,,2.51,49,Good Standing,Male,Native American,False,3.24,,30,44708|82952|47591|46472,63396|44708|41578|15545|41665|90434|50608|82095,True,True,False,Activity:Member|Activity:Member|Name: Global Awareness Club:Role: Treasurer,0.8579521005283894,0.711821256632521,Auditory,"1. Become a successful entrepreneur and start their own business.
2. Pursue a career in research and make significant contributions to their field of study.
3. Work in the non-profit sector and make a positive impact on society.",4,2,25.336362069506027,
S924174,Olivia Bennett-Smith,2003-04-08,2020-08-01,2024-05-15,MATH,,2.41,59,Academic Warning,Male,Asian,True,3.9,1561,,17554|37920|44708,67153|31444|82952|64891|89322,False,True,True,Name: Tech Titans Club:Role: Social Media Coordinator|Activity: Tech Innovators Club:Role: Social Media Coordinator,0.7688811740809662,0.8485197850296397,Auditory,"1. To become a successful entrepreneur and start their own business.
2. To pursue a career in scientific research and make significant contributions to their field.
3. To become a leading expert in sustainable development and work towards creating a more environmentally friendly world.",3,1,18.895292310346548,3.1134280096104594
S347817,Sophia Johnson,2002-06-21,2021-08-01,2025-05-15,PHYS,BIO,3.96,55,Good Standing,Other,Other,False,3.95,,,82635|69254|82095,37885|34767|85476|44708|65904|62024|32574,False,False,True,Activity Name: Creative Minds Club:Student Role: Event Coordinator|Name: Future Entrepreneurs Society:Role: Marketing Coordinator,0.8585282610156477,0.6011559428271761,Reading/Writing,"1. Become a successful entrepreneur and start their own business.
2. Work in the field of environmental sustainability and contribute to creating a more eco-friendly world.
3. Pursue a career in data science and utilize data analytics to drive business decisions.",6,4,16.051138219201654,
S496507,Emma Thompson,2003-01-16,2022-08-01,2026-05-15,ECON,,3.59,13,Good Standing,Female,African American,False,2.84,,,58662|17018|34767|65904,85442|92738|62024|30891|20582|99488,False,True,True,Activity:Member,0.7421845688166184,0.9951120412134145,Kinesthetic,"1. Pursuing a career in data science or artificial intelligence.
2. Becoming a successful entrepreneur in the tech industry.
3. Working in a leadership role at a non-profit organization focused on social justice issues.",10,2,10.792093270045237,2.791460900041145
S105484,Emily Johnson,2001-03-24,2022-08-01,2026-05-15,ECON,,2.14,89,Good Standing,Other,Hispanic,True,3.09,1392,,89322|17554|67153|41090,41578|17554|67607|57707|82386,True,True,False,EcoWarriors Club:Sustainability Advocate,0.7845108199378418,0.9729946563198133,Auditory,"1. Become a successful entrepreneur and start their own business.
2. Pursue a career in research and work towards making groundbreaking discoveries in their field.
3. Become a highly sought-after professional in a specific industry and climb the corporate ladder to reach executive level positions.",7,4,13.666473162637727,
S486192,Emily Thompson,1999-01-02,2024-08-01,2028-05-15,ECON,PHYS,3.28,79,Academic Warning,Male,Asian,True,3.47,1159,21,15052|53326|80475,17931|26840|49367|64891|16098|32574,True,False,False,"Activity:Member|Name: ""Tech Innovators Club"":Role: Marketing Coordinator|Activity:Member",0.9969081688507555,0.6346205531054987,Visual,"1. Becoming a successful entrepreneur and starting their own business
2. Pursuing a career in scientific research and making innovative discoveries
3. Working in international development to help improve the lives of people in developing countries",1,4,5.802500081316793,
S692051,Alexandra Roberts,2005-05-07,2023-08-01,2027-05-15,CHEM,,3.92,1,Academic Probation,Other,Caucasian,False,3.17,1048,28,36511|68325|91459,37885|67153|16098|47591|88180,True,True,False,,0.7688786328166545,0.922889540940478,Kinesthetic,"1. To become a successful software engineer at a leading tech company
2. To work in international development and make a positive impact on global issues
3. To pursue a career in healthcare administration and improve the efficiency of healthcare delivery systems",9,2,29.23892215144394,5.492425430768684
S315778,Sophia Rodriguez,2005-08-03,2023-08-01,2027-05-15,PHYS,HIST,3.0,24,Academic Probation,Non-binary,Hispanic,True,3.48,,,30891|92909|65904|65260,79821|60530|49740|35271|83792|75519|31444|51861|17129|65206,True,True,False,Activity:Member|Name: Tech Innovators Club:Role: Vice President of Marketing|Activity Name: Global Ambassadors Club:Role: Social Media Coordinator,0.8512326807199116,0.8243718918797224,Kinesthetic,"1. To become a successful software developer at a leading tech company.
2. To pursue a career in environmental sustainability and work towards creating a more sustainable future.
3. To become a lawyer specializing in human rights law and advocate for marginalized communities.",10,2,15.925116524949507,
S647769,Ava Thompson,2000-08-10,2023-08-01,2027-05-15,MATH,,3.33,112,Academic Probation,Female,Hispanic,True,2.7,1501,,78858|45521|17018,92909|34767|75519|15052|68325,True,False,False,,0.7107802584083811,0.9414511379847758,Reading/Writing,"1. To become a software engineer at a leading tech company
2. To pursue a career in marketing and eventually become a brand manager
3. To work in healthcare administration and climb the ranks to become a hospital administrator",4,1,24.89249733480234,
S906566,Natalie Thompson,2003-01-10,2021-08-01,2025-05-15,CS,,2.45,112,Academic Probation,Other,Asian,False,3.59,1050,,13039|79741|45446|30891|92909,26616|91459|39872|60141|67607|79821|97198,True,False,True,Name: Creative Minds Club:Role: Event Coordinator|Activity Name: Tech Innovators Club:Role: Marketing Coordinator|Activity:Member,0.7727611749840588,0.6564914153527243,Visual,"1. To become a software engineer at a leading tech company
2. To pursue a career in marketing and eventually become a marketing director
3. To establish a successful business in the field of sustainable fashion",2,1,17.225277463075212,15.840860734702938
S500467,Gabriella Lopez,1999-12-10,2022-08-01,2026-05-15,MATH,,2.72,3,Good Standing,Non-binary,Native American,True,2.86,1023,,55791|79741|41578|69254|48939,65904|40934|49740|17129|37920,True,True,False,Activity:Member,0.8724280916213671,0.9873840902771415,Visual,"1. To become a successful entrepreneur and start their own business.
2. To pursue a career in environmental science and work towards sustainability efforts.
3. To become a respected lawyer and advocate for social justice.",7,3,25.942000511633342,9.248989143530235
S245618,Aria Thompson,2003-10-13,2022-08-01,2026-05-15,ECON,,2.29,17,Good Standing,Non-binary,African American,False,3.09,1086,,53326|33836|64891|20345|52813,92909|41090|67607|60530|82386|20345|47509|49367|51212,True,False,False,Activity Name: Eco Warriors Club:Role: Sustainability Officer|Activity:Member,0.9357760776810307,0.7381124352006523,Reading/Writing,"1. To become a successful software engineer at a leading tech company.
2. To pursue a career in environmental advocacy and work towards sustainable development.
3. To establish a startup company in the healthcare industry focused on innovative solutions for patient care.",6,0,19.66567365530889,
S310719,Sophia Ramirez,2005-03-05,2022-08-01,2026-05-15,CS,,2.49,95,Good Standing,Other,African American,False,3.36,1280,,57707|62024|67607,49367|82952|13039|65260|59713|51861|26616|47591|26840|78858,True,True,True,Activity:Member|Activity:Member,0.7096703536654777,0.6275915928648729,Auditory,"1. To become a software engineer at a leading tech company
2. To pursue a career in marketing and eventually become a brand manager
3. To work in public policy and make a positive impact in government",6,5,21.651533698185357,10.89523379578157
S686718,Lilyana Patel,2002-02-28,2022-08-01,2026-05-15,ENG,,3.5,3,Academic Warning,Non-binary,Caucasian,True,2.86,1161,,16098|26616|35271|39310|49367,15545|83792|36511|33652|89322|37885|79741,False,False,True,Name: Tech Innovators Club:Role: Chief Marketing Officer|Activity Name: Global Ambassadors Club:Role: Event Coordinator,0.8770306825062668,0.9459536040347738,Reading/Writing,"1. Become a successful software engineer at a leading tech company
2. Open a small business in the fashion industry
3. Work as a marketing manager for a global corporation",1,4,23.821769531991468,19.3175788898243
S795757,Samantha Johnson,1999-03-02,2021-08-01,2025-05-15,BIO,,2.75,69,Good Standing,Non-binary,Pacific Islander,False,3.01,1423,,69254|45521|47509|13039|52813,67153|62024|62128|49740|83792,False,True,False,Activity Name: Sustainable Solutions Club:Role: Communication Officer|Name: Creative Minds Club:Role: Marketing Coordinator,0.7453920748283839,0.8215549713338616,Auditory,"1. Become a successful software engineer at a leading tech company.
2. Establish a career in marketing and eventually become a marketing director.
3. Pursue a career in healthcare as a registered nurse specializing in critical care.",1,4,9.303438361906897,4.790796210287123
S361604,Ava Thompson,2005-08-25,2020-08-01,2024-05-15,BIO,,3.63,5,Academic Warning,Female,Asian,True,3.25,,,65904|79821|51212,67607|37885|85442|39526|90434|88180|36511|64748|82635|44495,False,False,False,Activity:Member|Activity:Member|Name: Tech Innovators Club:Role: Project Manager,0.8751797358190011,0.9263969322316123,Visual,"1. Becoming a successful entrepreneur and starting their own business.
2. Pursuing a career in healthcare as a doctor or nurse.
3. Working in the field of environmental conservation and sustainability.",9,0,25.037220154991857,
S369292,Emily Rodriguez,2000-12-20,2020-08-01,2024-05-15,CS,,2.28,106,Good Standing,Male,Native American,True,3.6,1070,,39872|65904|37885|99488|44495,85442|64891|62128|48939|60530|65260|13855|32574|34767|26616,True,False,True,Activity:Member|Activity Name: Tech Innovators Club:Role: Project Manager,0.9068824293377841,0.908038365593347,Auditory,"1. To become a successful entrepreneur and start their own business.
2. To pursue a career in medicine and become a doctor.
3. To work in the field of sustainable energy and help address environmental challenges.",1,1,26.41160364373175,
S929999,Lilyana Nguyen,2000-07-07,2022-08-01,2026-05-15,ECON,,2.32,92,Good Standing,Other,Caucasian,False,3.13,1087,,47509|85218|51861|78068|92909,85218|94308|82952|13043|17931|39872,True,False,True,Name: Tech Innovators Club:Role: Social Media Manager|Name: Innovation League:Role: Marketing Coordinator|Activity:Member,0.9812847631283542,0.7248769875121945,Visual,"1. To become a successful software engineer at a leading tech company.
2. To pursue a career in environmental sustainability and work towards creating a more sustainable future.
3. To become a marketing manager for a global fashion brand and contribute to the growth of the company.",1,5,28.994705993567013,
S745468,Katherine Davis,2000-03-06,2021-08-01,2025-05-15,ECON,ENG,2.51,5,Good Standing,Non-binary,Native American,False,3.69,,,34767|79821|36511|89322|26616,82952|49367|65904|16098|41665|51212,True,False,True,Name: Tech Innovators Club:Role: Marketing Coordinator|Activity:Member|Activity:Member,0.9358194679018936,0.9081265860399604,Reading/Writing,"1. Landing a job in the field of marketing with a focus on digital advertising
2. Pursuing a career in environmental science research
3. Starting a business in the field of sustainable fashion",0,5,5.024472210961821,
S323349,Emily Rodriguez,1999-05-18,2020-08-01,2024-05-15,ENG,,3.18,61,Academic Warning,Other,Native American,False,2.57,1220,,33652|17018|47509,55791|45521|91364|50608|64748|65904,False,False,False,Activity Name: Global Awareness Club:Role: Event Coordinator|Activity:Member|Name: Global Awareness Club:Role: President,0.8696235190159736,0.9278715161459785,Auditory,"1. Become a successful entrepreneur and start their own business.
2. Pursue a career in healthcare as a doctor or nurse.
3. Work in the field of environmental conservation and sustainability.",1,5,8.714130616322342,0.3633549698934657
S964341,Olivia Bennett-Smith,2005-06-11,2021-08-01,2025-05-15,MATH,,2.2,74,Good Standing,Female,Caucasian,False,3.33,1566,,13855|20345|17018|44708|60141,50608|88180|45446|52813|15545,True,True,False,,0.9374665142955408,0.7734268714425613,Auditory,"1. Become a successful entrepreneur and start their own business.
2. Attain a leadership position in a multinational corporation.
3. Pursue a career in research and academia as a professor or researcher.",3,1,27.683040017861078,4.036125842593046
S281087,Ava Thompson,2006-06-12,2023-08-01,2027-05-15,HIST,,2.44,8,Academic Probation,Female,Native American,True,3.09,,35,92738|88542|48939,75519|13043|53326|65904|57707|58662|64748,False,True,True,Activity:Member|Name: Creative Minds Society:Role: Marketing Coordinator|Activity:Member,0.8583149045524929,0.8625759600133622,Kinesthetic,"1. Becoming a successful marketing manager at a top advertising agency
2. Launching a tech startup and becoming a successful entrepreneur
3. Pursuing a career in environmental science and working for a conservation organization",6,5,18.5232373809673,
S427318,Emily Rodriguez,2004-11-03,2021-08-01,2025-05-15,ECON,HIST,2.98,108,Academic Probation,Male,Native American,False,2.54,1545,32,65260|39872|44708|39310,67153|49740|39526|44495|32574|45446|82635,False,True,True,,0.7422841289159521,0.6167599369172327,Auditory,"1. Becoming a software engineer at a leading tech company
2. Pursuing a career in marketing with a focus on digital strategy
3. Establishing a successful business in the field of sustainable fashion",6,5,25.12946270553384,17.741866310142
S637321,Gabriella Lopez,1999-01-28,2020-08-01,2024-05-15,BIO,,3.19,59,Academic Probation,Female,Hispanic,False,3.02,1536,,60141|35271|75519|79821|83792,49459|92738|26616|69254|70424|26840|15545|32970|37885|13855,True,False,True,Activity: Future Entrepreneurs Club:Role: Marketing Director|Activity:Member|Name: Creative Minds Club:Role: Marketing Coordinator,0.8638426139903754,0.8153082272065709,Kinesthetic,"1. To become a successful entrepreneur and start their own business.
2. To pursue a career in medicine and become a doctor.
3. To work in the field of renewable energy and contribute to sustainability efforts.",1,5,22.028384643478795,8.408868607687168
S185859,Ava Johnson,2006-05-14,2023-08-01,2027-05-15,ECON,,3.79,66,Good Standing,Male,Native American,True,2.89,,,66602|60530|62128,44495|36511|69254|39872|82952|80475|35271|64748|58662|90434,True,False,True,Activity:Member|Activity:Member|Name: Creative Minds Club:Role: Marketing Coordinator,0.9401717796053879,0.7493071019154187,Auditory,"1. To become a successful entrepreneur and start their own business.
2. To become a respected research scientist in their field of study.
3. To pursue a career in public service and work towards creating positive social change.",5,4,27.994705873562463,
S726920,Emily Johnson-Smith,2001-10-13,2020-08-01,2024-05-15,MATH,PHYS,3.63,25,Academic Probation,Male,Pacific Islander,False,3.09,,35,44495|51861|83792|13043|79821,65260|26840|51610|52813|67607|31444|51861,False,True,False,,0.9991659855495137,0.6446233013306654,Reading/Writing,"1. To become a successful entrepreneur and start their own business.
2. To pursue a career in environmental science and work towards sustainability efforts.
3. To become a lawyer and advocate for social justice and human rights.",3,5,26.345717559437848,
S696213,Alexandra Cooper Smith,2002-08-21,2021-08-01,2025-05-15,ENG,CHEM,2.6,58,Academic Probation,Non-binary,Hispanic,False,3.64,1445,35,17018|40934|31444,70424|82095|18937|92738|37885|68325|85442|39526|13855,False,False,False,Activity:Member,0.9831245578906262,0.7755746510131061,Auditory,"1. To become a successful software engineer at a leading tech company
2. To pursue a career in marketing and eventually become a marketing director
3. To establish a successful business in the fashion industry",10,4,24.30443679340831,13.765219480781006
S430096,Ava Reynolds,2002-04-22,2024-08-01,2028-05-15,PHYS,,2.63,77,Academic Warning,Other,Asian,True,3.03,,29,20582|60530|82386,47591|73890|41665|17018|18937|50608|40934|88542|62128,False,True,False,,0.8908374962909236,0.7262813868724662,Reading/Writing,"1. To become a software engineer at a leading tech company
2. To pursue a career in marketing and eventually become a brand manager
3. To work in public health and improve healthcare access for underserved communities",5,5,26.03230150555455,
S493375,Ava Thompson,2000-02-23,2020-08-01,2024-05-15,ECON,ENG,3.79,33,Academic Probation,Female,Native American,True,3.62,1167,,91459|79741|13855,47591|67607|16098|79741|45521|88180,False,False,True,Name: Global Awareness Club:Role: Public Relations Officer|Activity:Member|Activity:Member,0.9690306182309888,0.6064174903815235,Reading/Writing,"1. Become a successful entrepreneur and start their own business.
2. Work in a leadership role at a multinational corporation.
3. Pursue a career in research and innovation in a specific field of study.",2,1,24.95291487444033,14.005730130138797
S407592,Ava Thompson,2003-12-10,2022-08-01,2026-05-15,ENG,,2.63,104,Academic Warning,Male,Native American,True,2.67,1005,,82952|67153|60141,82095|88180|83425|44495|55791|51212|39872|65904|49459|51861,False,False,True,Activity:Member|Activity: Global Outreach Club:Role: Fundraising Coordinator,0.9714764945237064,0.7969337013215231,Kinesthetic,"1. Becoming a successful software engineer at a leading tech company
2. Pursuing a career in environmental science research and conservation
3. Establishing a business in the field of sustainable fashion design",7,3,27.84532367255336,
S311157,Olivia Bennett,2002-10-02,2022-08-01,2026-05-15,MATH,PHYS,2.14,14,Good Standing,Non-binary,Asian,False,3.65,1396,20,97198|92738|33652|52813|32970,73890|17554|15545|83425|49367|89322|48939,True,False,True,Activity:Member|Name: Tech Innovators Club:Role: Chief Technology Officer|Activity:Member,0.9586608535455963,0.6984525340790959,Reading/Writing,"1. To become a successful entrepreneur and start their own business in a niche they are passionate about.
2. To pursue a career in marketing and work for a leading company to develop innovative campaigns and strategies.
3. To become a research scientist and make significant contributions to their field of study through groundbreaking research and discoveries.",5,0,29.955825400243473,
S530579,Elena Rodriguez,1999-01-25,2024-08-01,2028-05-15,PHYS,,3.67,84,Good Standing,Female,Other,False,2.51,1597,,83425|89322|65904|55791,17018|44495|99488|88542|39872|47591,False,True,False,Name: Tech Titans Club:Role: Social Media Coordinator|Activity:Member|Name: Creative Minds Club:Role: Event Coordinator,0.8243917050561895,0.7990828128320596,Auditory,"1. Obtain a position in a top financial firm as a financial analyst.
2. Pursue a career in software engineering at a leading tech company.
3. Become a marketing manager for a global corporation.",6,0,21.726733711656596,15.402073074058809
S824328,Sophia Alvarez,2006-12-11,2024-08-01,2028-05-15,HIST,,3.3,27,Academic Warning,Non-binary,Native American,False,2.89,1581,,51212|73890|17554|90434|85442,44708|18937|17292|16098|13855|46472|65206|13043|17129|26840,False,False,True,Name: Tech Innovators Club:Role: Marketing Coordinator,0.7599516025314044,0.8556299822327962,Reading/Writing,"1. Become a successful entrepreneur and start their own business.
2. Pursue a career in public health and work towards improving healthcare access in underserved communities.
3. Secure a job in a prestigious marketing firm and climb the corporate ladder to a leadership position.",10,0,17.079279143642484,
S940967,Sophia Reynolds,2002-06-24,2021-08-01,2025-05-15,MATH,,2.62,39,Academic Warning,Non-binary,Pacific Islander,True,3.76,1014,23,83792|39526|20582,47591|41578|17931|24288|88180|47509,True,True,False,Activity: Global Citizens Society:Role: Event Coordinator,0.8834895493586731,0.9531843161889083,Reading/Writing,"1. Obtain a graduate degree in their field of study and pursue a career in academia or research.
2. Secure an internship at a leading company in their industry and eventually work their way up to a management position.
3. Start their own business or pursue entrepreneurship in a field they are passionate about.",1,4,18.970307331820777,9.037640295790187
S275146,Alexandra Davis,2003-12-06,2020-08-01,2024-05-15,HIST,,2.97,1,Good Standing,Male,Native American,False,2.82,1467,34,63396|34767|67607,55791|44495|45521|51212|90434|75519|91459|41090|85476|17129,True,True,False,Activity:Member,0.9982501304279968,0.7934079936071298,Auditory,"1. To become a successful entrepreneur and start their own business.
2. To pursue a career in medicine and become a doctor.
3. To work in the field of environmental sustainability and make a positive impact on the planet.",7,4,12.236237637949477,18.03319565401737
S787044,Ava Thompson,2000-06-02,2024-08-01,2028-05-15,HIST,,2.28,107,Academic Probation,Male,Other,False,3.49,,31,20345|16098|88542,31444|78858|49367|26840|65904,False,True,False,Activity:Member|Name: Tech Innovators Club:Role: President,0.8012050646571185,0.9018600371700097,Reading/Writing,"1. To become a successful software engineer at a leading tech company
2. To pursue a career in environmental sustainability and work towards creating a greener future
3. To become a marketing manager at a global corporation",8,3,29.6492983268151,1.8514762690542907
S522941,Cassandra Jones,2006-06-22,2020-08-01,2024-05-15,MATH,,3.24,116,Academic Probation,Other,Caucasian,False,3.17,1347,34,88180|32574|31444|23846,63396|20582|68325|82952|83792|41578,False,False,False,,0.7575212656339556,0.6857409828235163,Auditory,"1. Become a successful entrepreneur and start a business in their field of interest
2. Attain a leadership position in a multinational corporation
3. Pursue further education and research in their chosen field to become a subject matter expert",10,1,27.892914432076182,2.552899083794562
S437743,Ava Johnson,1999-11-28,2024-08-01,2028-05-15,ENG,BIO,3.72,104,Academic Probation,Non-binary,Caucasian,True,3.38,,,62128|85218|85442,89322|62128|49367|18937|83792|65206|47509,True,True,False,"""Global Impact Initiative:Student Ambassador""|Name: Tech Innovators Club:Role: Social Media Coordinator|Activity:Member",0.9456245559904972,0.9713664038726391,Kinesthetic,"1. To become a successful entrepreneur and start their own business
2. To pursue a career in healthcare and become a doctor
3. To work in the field of environmental conservation and sustainability",7,0,13.757139709740573,5.484747978954736
S534961,Sophia Reynolds,1999-08-08,2021-08-01,2025-05-15,PHYS,,2.53,99,Good Standing,Other,Native American,True,2.68,,,78068|78858|89322|92738,39526|37885|78858|57707|92738|53326,False,True,False,Name: Tech Innovators Club:Role: Social Media Coordinator|Name: Creative Minds Club:Role: Marketing Coordinator,0.9710362438592062,0.8235785926891921,Reading/Writing,"1. To become a successful entrepreneur and start their own business
2. To pursue a career in research and contribute to advancements in their field
3. To become a respected leader in their chosen profession and make a positive impact in their community",9,0,8.893080673266955,
S979642,Ava Thompson,2001-02-22,2024-08-01,2028-05-15,PHYS,CHEM,3.25,18,Academic Probation,Female,Native American,False,3.49,,29,70424|39872|79821|67607,85442|13039|91459|37885|44708|67153|49367|46472,True,True,False,Activity:Member|Name: Tech Innovators Club:Role: Marketing Coordinator,0.9233530531482916,0.8178520252011351,Kinesthetic,"1. To work as a software engineer at a leading technology company.
2. To pursue a career in marketing and eventually become a brand manager for a global corporation.
3. To work in finance and aim for a position as an investment analyst at a reputable firm.",0,0,24.571791596534187,19.88093932140996
S867854,Hannah Williams,2000-11-23,2020-08-01,2024-05-15,HIST,,2.84,86,Good Standing,Male,Pacific Islander,True,3.25,1117,,92738|36511|99488|37885|20345,85442|51861|64748|15545|82952|89322|44495|63396|88542,True,False,False,Activity:Member,0.7214033503546192,0.9112116301532973,Visual,"1. Obtain a job in a top financial institution as a financial analyst.
2. Start a tech startup company focusing on innovative solutions for sustainable living.
3. Pursue a career in academia and become a professor in the field of environmental science.",4,2,18.309358869270817,
S641782,Emily Johnson,2001-07-11,2022-08-01,2026-05-15,CHEM,,3.77,79,Academic Probation,Non-binary,Pacific Islander,True,3.47,,,23846|34767|73890|69254,65206|13043|94308|51610|64748|73890|66602|45521|70424,True,False,False,,0.8845846417166346,0.7688179661002874,Reading/Writing,"1. Become a successful entrepreneur and start their own business
2. Pursue a career in medicine and become a doctor
3. Work in the field of environmental conservation and become a sustainability specialist.",6,0,14.581943158475104,
S545977,Olivia Parker,2006-04-19,2022-08-01,2026-05-15,MATH,CHEM,2.84,19,Good Standing,Female,Asian,True,2.71,1482,32,45446|62024|17129|64891,64748|23846|45521|57707|65260|49367,True,True,False,Activity:Member,0.8733882811225636,0.9599191657140071,Reading/Writing,"1. Become a successful entrepreneur and start their own business
2. Work as a software developer at a tech company
3. Pursue a career in healthcare as a doctor or nurse",10,1,18.688571185214897,
S533490,Elena Martinez,2000-05-03,2024-08-01,2028-05-15,CHEM,CHEM,2.33,90,Good Standing,Female,Caucasian,True,3.88,1197,,46472|49740|20582|49459,58662|63396|37920|52813|79821|48939|64748,True,False,False,,0.9421509793887726,0.6253579378845588,Auditory,"1. Become a successful entrepreneur and start a business in their field of interest.
2. Pursue a career in academia and become a professor in their area of expertise.
3. Work for a non-profit organization and make a positive impact on society.",0,5,17.12959326052171,
S190217,Lena Thompson,2005-10-13,2021-08-01,2025-05-15,CHEM,,3.52,76,Academic Probation,Female,Other,True,3.5,1160,,89322|41665|16098,40934|57707|49459|33652|53326|24288|82095|39872,True,False,True,,0.7591398591880298,0.791677058609634,Reading/Writing,"1. Obtain a job as a software engineer at a leading tech company
2. Start a business in the healthcare industry
3. Pursue a career in environmental conservation and sustainability",10,3,20.39456774316431,
